Cucumis melo 'Orange Sorbet Hybrid';2911;Muskmelon;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;25;35;245;365;;;1;12;-1;0;Cucumis;melo;Orange Sorbet Hybrid;Cucumis melo;3193;false;0;0;false;false;Cucumis pubescens;C;2092;3;2;3
Cucumis melo 'So Sweet Hybrid';2912;Muskmelon;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;25;35;245;365;;;1;12;-1;0;Cucumis;melo;So Sweet Hybrid;Cucumis melo;3193;false;0;0;false;false;Cucumis pubescens;C;2093;3;2;3
Cucumis melo 'Spanish Moon';2913;Muskmelon;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;15;30;120;185;;;1;12;-1;0;Cucumis;melo;Spanish Moon;Cucumis melo;3193;false;0;0;false;false;Cucumis pubescens;C;2094;3;2;3
Cucumis melo 'Super Dew Hybrid';2914;Muskmelon;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;15;30;120;185;;;1;12;-1;0;Cucumis;melo;Super Dew Hybrid;Cucumis melo;3193;false;0;0;false;false;Cucumis pubescens;C;2095;3;2;3
Cucumis melo 'Supersun Hybrid';1974;Muskmelon;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;25;35;245;365;;;1;12;-1;0;Cucumis;melo;Supersun Hybrid;Cucumis melo;3193;false;0;0;false;false;Cucumis pubescens;C;2096;3;2;3
Cucumis melo 'Sweet Barcelona Hybrid';2915;Muskmelon;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;15;30;120;185;;;1;12;-1;0;Cucumis;melo;Sweet Barcelona Hybrid;Cucumis melo;3193;false;0;0;false;false;Cucumis pubescens;C;2097;3;2;3
Cucumis melo 'Sweet Bush Hybrid';1975;Muskmelon;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;25;35;245;365;;;1;12;-1;0;Cucumis;melo;Sweet Bush Hybrid;Cucumis melo;3193;false;0;0;false;false;Cucumis pubescens;C;2098;3;2;3
Cucumis melo 'Sweet Thing Hybrid';2916;Muskmelon;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;25;35;245;365;;;1;12;-1;0;Cucumis;melo;Sweet Thing Hybrid;Cucumis melo;3193;false;0;0;false;false;Cucumis pubescens;C;2099;3;2;3
Cucumis melo 'Sweet'n Early Hybrid';1976;Muskmelon;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;25;35;245;365;;;1;12;-1;0;Cucumis;melo;Sweet'n Early Hybrid;Cucumis melo;3193;false;0;0;false;false;Cucumis pubescens;C;2100;3;2;3
Cucumis melo 'Twice As Nice Hybrid';5838;Muskmelon;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;15;30;;;;;1;12;-1;0;Cucumis;melo;Twice As Nice Hybrid;Cucumis melo;3193;false;0;0;false;false;Cucumis pubescens;C;2101;3;2;3
Cucumis melo 'Vanilla Ice Hybrid';2917;Muskmelon;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;25;35;245;365;;;1;12;-1;0;Cucumis;melo;Vanilla Ice Hybrid;Cucumis melo;3193;false;0;0;false;false;Cucumis pubescens;C;2102;3;2;3
Cucumis melo 'Vedrantais';2918;Muskmelon;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;25;35;245;365;;;1;12;-1;0;Cucumis;melo;Vedrantais;Cucumis melo;3193;false;0;0;false;false;Cucumis pubescens;C;2103;3;2;3
Cucumis melo 'Venus Hybrid';2919;Muskmelon;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;25;35;245;365;;;1;12;-1;0;Cucumis;melo;Venus Hybrid;Cucumis melo;3193;false;0;0;false;false;Cucumis pubescens;C;2104;3;2;3
Cucumis moschata;9820;Cucumis;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;45;60;90;120;;;;;-1;8;Cucumis;moschata;;Cucumis moschata;3453;true;1;8;false;false;;C;2105;3;2;3
Cucumis moschata 'Autumn Glow';3655;Winter Squash;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;45;60;90;120;;;1;12;-1;0;Cucumis;moschata;Autumn Glow;Cucumis moschata;3453;false;0;0;false;false;;C;2106;3;2;3
Cucumis sativus;8083;Cucumber;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;10;20;45;60;;;;;-1;540;Cucumis;sativus;;Cucumis sativus;3092;true;30;8;false;false;;C;2107;3;2;3
Cucumis sativus 'Armenian';2219;Cucumber;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;25;35;245;365;;;1;12;-1;0;Cucumis;sativus;Armenian;Cucumis sativus;3092;false;0;0;false;false;;C;2108;3;2;3
Cucumis sativus 'Asian Nectar Hybrid';2220;Cucumber;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;25;35;245;365;;;1;12;-1;0;Cucumis;sativus;Asian Nectar Hybrid;Cucumis sativus;3092;false;0;0;false;false;;C;2109;3;2;3
Cucumis sativus 'Big Burpless Hybrid';2221;Cucumber;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;30;35;245;365;;;1;12;-1;0;Cucumis;sativus;Big Burpless Hybrid;Cucumis sativus;3092;false;0;0;false;false;;C;2110;3;2;3
Cucumis sativus 'Burpee Hybrid II';2222;Cucumber;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;45;60;25;30;;;1;12;-1;0;Cucumis;sativus;Burpee Hybrid II;Cucumis sativus;3092;false;0;0;false;false;;C;2111;3;2;3
Cucumis sativus 'Burpee Pickler';2223;Cucumber;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;25;35;245;365;;;1;12;-1;0;Cucumis;sativus;Burpee Pickler;Cucumis sativus;3092;false;0;0;false;false;;C;2112;3;2;3
Cucumis sativus 'Burpless Beauty';2216;Cucumber;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;20;25;245;365;;;1;12;-1;0;Cucumis;sativus;Burpless Beauty;Cucumis sativus;3092;false;0;0;false;false;;C;2113;3;2;3
Cucumis sativus 'Bush Champion';2224;Cucumber;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;25;35;245;365;;;1;12;-1;0;Cucumis;sativus;Bush Champion;Cucumis sativus;3092;false;0;0;false;false;;C;2114;3;2;3
Cucumis sativus 'Claudia Pickling French';2225;Cucumber;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;25;35;245;365;;;1;12;-1;0;Cucumis;sativus;Claudia Pickling French;Cucumis sativus;3092;false;0;0;false;false;;C;2115;3;2;3
Cucumis sativus 'Double Feature Hybrid';2226;Cucumber;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;15;20;245;365;;;1;12;-1;0;Cucumis;sativus;Double Feature Hybrid;Cucumis sativus;3092;false;0;0;false;false;;C;2116;3;2;3
Cucumis sativus 'Early Pride Hybrid';2227;Cucumber;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;25;35;245;365;;;1;12;-1;0;Cucumis;sativus;Early Pride Hybrid;Cucumis sativus;3092;false;0;0;false;false;;C;2117;3;2;3
Cucumis sativus 'Fanfare Hybrid';2228;Cucumber;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;25;35;245;365;;;1;12;-1;0;Cucumis;sativus;Fanfare Hybrid;Cucumis sativus;3092;false;0;0;false;false;;C;2118;3;2;3
Cucumis sativus 'Green Knight Hybrid';2229;Cucumber;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;25;35;245;365;;;1;12;-1;0;Cucumis;sativus;Green Knight Hybrid;Cucumis sativus;3092;false;0;0;false;false;;C;2119;3;2;3
Cucumis sativus 'Lemon';2230;Cucumber;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;10;20;245;365;;;1;12;-1;0;Cucumis;sativus;Lemon;Cucumis sativus;3092;false;0;0;false;false;;C;2120;3;2;3
Cucumis sativus 'Massy's Green';2231;Cucumber;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;25;35;245;365;;;1;12;-1;0;Cucumis;sativus;Massy's Green;Cucumis sativus;3092;false;0;0;false;false;;C;2121;3;2;3
Cucumis sativus 'National Pickling';2232;Cucumber;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;45;60;25;30;;;1;12;-1;0;Cucumis;sativus;National Pickling;Cucumis sativus;3092;false;0;0;false;false;;C;2122;3;2;3
Cucumis sativus 'Orient Express Hybrid';2233;Cucumber;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;45;60;25;30;;;1;12;-1;0;Cucumis;sativus;Orient Express Hybrid;Cucumis sativus;3092;false;0;0;false;false;;C;2123;3;2;3
Cucumis sativus 'Palace King Hybrid';2234;Cucumber;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;25;35;245;365;;;1;12;-1;0;Cucumis;sativus;Palace King Hybrid;Cucumis sativus;3092;false;0;0;false;false;;C;2124;3;2;3
Cucumis sativus 'Pickalot Hybrid';2235;Cucumber;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;25;35;245;365;;;1;12;-1;0;Cucumis;sativus;Pickalot Hybrid;Cucumis sativus;3092;false;0;0;false;false;;C;2125;3;2;3
Cucumis sativus 'Picklebush';2236;Cucumber;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;25;35;245;365;;;1;12;-1;0;Cucumis;sativus;Picklebush;Cucumis sativus;3092;false;0;0;false;false;;C;2126;3;2;3
Cucumis sativus 'Salad Bush Hybrid';2237;Cucumber;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;25;35;245;365;;;1;12;-1;0;Cucumis;sativus;Salad Bush Hybrid;Cucumis sativus;3092;false;0;0;false;false;;C;2127;3;2;3
Cucumis sativus 'Spacemaster';2238;Cucumber;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;30;60;45;60;;;1;12;-1;0;Cucumis;sativus;Spacemaster;Cucumis sativus;3092;false;0;0;false;false;;C;2128;3;2;3
Cucumis sativus 'Straight Eight';2239;Cucumber;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;25;35;245;365;;;1;12;-1;0;Cucumis;sativus;Straight Eight;Cucumis sativus;3092;false;0;0;false;false;;C;2129;3;2;3
Cucumis sativus 'Streamliner Hybrid';2241;Cucumber;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;25;35;245;365;;;1;12;-1;0;Cucumis;sativus;Streamliner Hybrid;Cucumis sativus;3092;false;0;0;false;false;;C;2130;3;2;3
Cucumis sativus 'Sugar Crunch Hybrid';2242;Cucumber;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;25;35;245;365;;;1;12;-1;0;Cucumis;sativus;Sugar Crunch Hybrid;Cucumis sativus;3092;false;0;0;false;false;;C;2131;3;2;3
Cucumis sativus 'Sweet Burpless Hybrid';2243;Cucumber;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;25;35;245;365;;;1;12;-1;0;Cucumis;sativus;Sweet Burpless Hybrid;Cucumis sativus;3092;false;0;0;false;false;;C;2132;3;2;3
Cucumis sativus 'Sweet Marketmore';2217;Cucumber;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;25;35;245;365;;;1;12;-1;0;Cucumis;sativus;Sweet Marketmore;Cucumis sativus;3092;false;0;0;false;false;;C;2133;3;2;3
Cucumis sativus 'Sweet Success Hybrid';2244;Cucumber;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;30;35;245;365;;;1;12;-1;0;Cucumis;sativus;Sweet Success Hybrid;Cucumis sativus;3092;false;0;0;false;false;;C;2134;3;2;3
Cucumis sativus 'Sweeter Yet Hybrid';2245;Cucumber;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;45;60;25;30;;;1;12;-1;0;Cucumis;sativus;Sweeter Yet Hybrid;Cucumis sativus;3092;false;0;0;false;false;;C;2135;3;2;3
Cucumis sativus 'Tasty Green Hybrid';2246;Cucumber;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;25;35;245;365;;;1;12;-1;0;Cucumis;sativus;Tasty Green Hybrid;Cucumis sativus;3092;false;0;0;false;false;;C;2136;3;2;3
Cucumis sativus 'Yellow Submarine';2218;Cucumber;38;66;1500;5000;15;30;5000;99000;38;44;32;38;288;0;0;45;60;25;30;;;1;12;-1;0;Cucumis;sativus;Yellow Submarine;Cucumis sativus;3092;false;0;0;false;false;;C;2137;3;2;3
Cucurbita maxima;8106;Banana Squash;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;30;45;185;245;;;;;-1;43;Cucurbita;maxima;;Cucurbita maxima;3115;true;7;136;false;false;;C;2138;4;2;3
Cucurbita maxima 'Bush Pink Banana';3662;Banana Squash;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;25;35;245;365;;;1;12;-1;0;Cucurbita;maxima;Bush Pink Banana;Cucurbita maxima;3115;false;0;0;false;false;;C;2139;4;2;3
Cucurbita maxima 'Buttercup';3665;Banana Squash;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;25;35;120;185;;;1;12;-1;0;Cucurbita;maxima;Buttercup;Cucurbita maxima;3115;false;0;0;false;false;;C;2140;4;2;3
Cucurbita maxima 'Lakota';3671;Banana Squash;32;51;1500;5000;10;30;5000;99000;32;38;26;32;288;0;0;45;60;185;245;;;1;12;-1;0;Cucurbita;maxima;Lakota;Cucurbita maxima;3115;false;0;0;false;false;;C;2141;3;2;3
Cucurbita maxima 'Blue Baby Hybrid';3620;Hubbard Squash;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;25;35;245;365;;;1;12;-1;0;Cucurbita;maxima;Blue Baby Hybrid;Cucurbita maxima;3115;false;0;0;false;false;;C;2142;4;2;3
Cucurbita maxima 'Blue Hubbard';3659;Hubbard Squash;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;30;45;120;185;;;1;12;-1;0;Cucurbita;maxima;Blue Hubbard;Cucurbita maxima;3115;false;0;0;false;false;;C;2143;4;2;3
Cucurbita maxima 'True Hubbard';3674;Hubbard Squash;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;45;60;245;305;;;1;12;-1;0;Cucurbita;maxima;True Hubbard;Cucurbita maxima;3115;false;0;0;false;false;;C;2144;4;2;3
Cucurbita maxima 'Ambercup';3658;Kabocha;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;45;60;245;305;;;1;12;-1;0;Cucurbita;maxima;Ambercup;Cucurbita maxima;3115;false;0;0;false;false;;C;2145;4;2;3
Cucurbita moschata;8135;Squash;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;30;45;245;365;;11;;;-1;48;Cucurbita;moschata;;Cucurbita moschata;3144;true;5;136;false;false;;C;2146;4;2;3
Cucurbita moschata 'Burpee's Butterbush';3660;Squash;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;45;60;120;185;;11;1;7;-1;0;Cucurbita;moschata;Burpee's Butterbush;Cucurbita moschata;3144;false;0;0;false;false;;C;2147;4;2;3
Cucurbita moschata 'Butter Boy Hybrid';3664;Squash;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;45;60;185;245;;11;1;7;-1;0;Cucurbita;moschata;Butter Boy Hybrid;Cucurbita moschata;3144;false;0;0;false;false;;C;2148;4;2;3
Cucurbita moschata 'Long Island Cheese';3672;Squash;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;45;60;30;40;;11;1;7;-1;0;Cucurbita;moschata;Long Island Cheese;Cucurbita moschata;3144;false;0;0;false;false;;C;2149;4;2;3
Cucurbita moschata 'Neck Pumpkin';3673;Squash;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;25;35;245;365;;11;1;7;-1;0;Cucurbita;moschata;Neck Pumpkin;Cucurbita moschata;3144;false;0;0;false;false;;C;2150;4;2;3
Cucurbita moschata 'Waltham Butternut';3676;Squash;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;30;45;120;185;;11;1;7;-1;0;Cucurbita;moschata;Waltham Butternut;Cucurbita moschata;3144;false;0;0;false;false;;C;2151;4;2;3
Cucurbita pepo '';8413;Acorn Squash;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;60;90;60;90;;;;;-1;35;Cucurbita;pepo;;Cucurbita pepo;15;true;6;8;false;false;;C;2152;4;2;3
Cucurbita pepo 'Acorn Table Queen';3657;Acorn Squash;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;25;35;245;365;;;1;12;-1;0;Cucurbita;pepo;Acorn Table Queen;Cucurbita pepo;15;false;0;0;false;false;;C;2153;4;2;3
Cucurbita pepo 'Bush Acorn Table King';3661;Acorn Squash;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;45;60;60;90;;;1;12;-1;0;Cucurbita;pepo;Bush Acorn Table King;Cucurbita pepo;15;false;0;0;false;false;;C;2154;4;2;3
Cucurbita pepo 'Bush Table Queen';3663;Acorn Squash;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;60;90;60;90;;;1;12;-1;0;Cucurbita;pepo;Bush Table Queen;Cucurbita pepo;15;false;0;0;false;false;;C;2155;4;2;3
Cucurbita pepo 'Early Acorn Hybrid';3668;Acorn Squash;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;45;60;60;90;;;1;12;-1;0;Cucurbita;pepo;Early Acorn Hybrid;Cucurbita pepo;15;false;0;0;false;false;;C;2156;4;2;3
Cucurbita pepo 'Festival Hybrid';3619;Acorn Squash;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;75;110;730;1095;;;1;12;-1;0;Cucurbita;pepo;Festival Hybrid;Cucurbita pepo;15;false;0;0;false;false;;C;2157;4;2;3
Cucurbita pepo 'Hearts of Gold Hybrid';3670;Acorn Squash;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;25;35;245;365;;;1;12;-1;0;Cucurbita;pepo;Hearts of Gold Hybrid;Cucurbita pepo;15;false;0;0;false;false;;C;2158;4;2;3
Cucurbita pepo;8080;Cucurbita;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;;;;;;;;;-1;0;Cucurbita;pepo;;Cucurbita pepo;0;false;0;0;false;true;;C;2159;4;2;3
Cucurbita pepo '';8411;Gourd;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;25;35;245;365;;;;;-1;4;Cucurbita;pepo;;Cucurbita pepo;13;true;1;8;false;false;;C;2160;4;2;3
Cucurbita pepo 'Small Fancy Mix';2517;Gourd;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;25;35;245;365;;;1;12;-1;0;Cucurbita;pepo;Small Fancy Mix;Cucurbita pepo;13;false;0;0;false;false;;C;2161;4;2;3
Cucurbita pepo '';8415;Pattypan Squash;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;25;35;245;365;;;;;-1;12;Cucurbita;pepo;;Cucurbita pepo;17;true;4;8;false;false;;C;2162;4;2;3
Cucurbita pepo 'Early White Bush';3625;Pattypan Squash;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;45;60;5;90;;;1;12;-1;0;Cucurbita;pepo;Early White Bush;Cucurbita pepo;17;false;0;0;false;false;;C;2163;4;2;3
Cucurbita pepo 'Peter Pan Hybrid';3626;Pattypan Squash;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;60;90;60;90;;;1;12;-1;0;Cucurbita;pepo;Peter Pan Hybrid;Cucurbita pepo;17;false;0;0;false;false;;C;2164;4;2;3
Cucurbita pepo 'Sunburst Hybrid';3631;Pattypan Squash;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;60;90;90;120;;;1;12;-1;0;Cucurbita;pepo;Sunburst Hybrid;Cucurbita pepo;17;false;0;0;false;false;;C;2165;4;2;3
Cucurbita pepo 'Sunny Delight Hybrid';3632;Pattypan Squash;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;25;35;245;365;;;1;12;-1;0;Cucurbita;pepo;Sunny Delight Hybrid;Cucurbita pepo;17;false;0;0;false;false;;C;2166;4;2;3
Cucurbita pepo '';8419;Pumpkin;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;30;245;120;185;;;;;-1;102;Cucurbita;pepo;;Cucurbita pepo;21;true;16;8;false;false;;C;2167;4;2;3
Cucurbita pepo 'Baby Bear';3391;Pumpkin;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;45;60;185;245;;;1;12;-1;0;Cucurbita;pepo;Baby Bear;Cucurbita pepo;21;false;0;0;false;false;;C;2168;4;2;3
Cucurbita pepo 'Baby Boo';3392;Pumpkin;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;25;35;245;365;;;1;12;-1;0;Cucurbita;pepo;Baby Boo;Cucurbita pepo;21;false;0;0;false;false;;C;2169;4;2;3
Cucurbita pepo 'Big Max';3393;Pumpkin;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;45;60;245;305;;;1;12;-1;0;Cucurbita;pepo;Big Max;Cucurbita pepo;21;false;0;0;false;false;;C;2170;4;2;3
Cucurbita pepo 'Bushkin';3394;Pumpkin;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;25;35;245;365;;;1;12;-1;0;Cucurbita;pepo;Bushkin;Cucurbita pepo;21;false;0;0;false;false;;C;2171;4;2;3
Cucurbita pepo 'Connecticut Field';3395;Pumpkin;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;25;35;245;365;;;1;12;-1;0;Cucurbita;pepo;Connecticut Field;Cucurbita pepo;21;false;0;0;false;false;;C;2172;4;2;3
Cucurbita pepo 'Ghost Rider';3396;Pumpkin;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;60;90;245;365;;;1;12;-1;0;Cucurbita;pepo;Ghost Rider;Cucurbita pepo;21;false;0;0;false;false;;C;2173;4;2;3
Cucurbita pepo 'Jack Be Little';3397;Pumpkin;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;185;245;120;185;;;1;12;-1;0;Cucurbita;pepo;Jack Be Little;Cucurbita pepo;21;false;0;0;false;false;;C;2174;4;2;3
Cucurbita pepo 'Jack O'Lantern';3398;Pumpkin;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;25;35;245;365;;;1;12;-1;0;Cucurbita;pepo;Jack O'Lantern;Cucurbita pepo;21;false;0;0;false;false;;C;2175;4;2;3
Cucurbita pepo 'Jack-O-Lite';3390;Pumpkin;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;25;35;245;365;;;1;12;-1;0;Cucurbita;pepo;Jack-O-Lite;Cucurbita pepo;21;false;0;0;false;false;;C;2176;4;2;3
Cucurbita pepo 'Lumina';3399;Pumpkin;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;45;60;120;185;;;1;12;-1;0;Cucurbita;pepo;Lumina;Cucurbita pepo;21;false;0;0;false;false;;C;2177;4;2;3
Cucurbita pepo 'Orange Smoothie Hybrid';3400;Pumpkin;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;185;245;120;185;;;1;12;-1;0;Cucurbita;pepo;Orange Smoothie Hybrid;Cucurbita pepo;21;false;0;0;false;false;;C;2178;4;2;3
Cucurbita pepo 'Prizewinner Hybrid';3401;Pumpkin;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;25;35;245;365;;;1;12;-1;0;Cucurbita;pepo;Prizewinner Hybrid;Cucurbita pepo;21;false;0;0;false;false;;C;2179;4;2;3
Cucurbita pepo 'Rouge Vif d'Etampes';3402;Pumpkin;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;30;60;120;185;;;1;12;-1;0;Cucurbita;pepo;Rouge Vif d'Etampes;Cucurbita pepo;21;false;0;0;false;false;;C;2180;4;2;3
Cucurbita pepo 'Small Sugar';3403;Pumpkin;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;25;35;245;365;;;1;12;-1;0;Cucurbita;pepo;Small Sugar;Cucurbita pepo;21;false;0;0;false;false;;C;2181;4;2;3
Cucurbita pepo 'Triple Treat';3404;Pumpkin;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;45;60;185;245;;;1;12;-1;0;Cucurbita;pepo;Triple Treat;Cucurbita pepo;21;false;0;0;false;false;;C;2182;4;2;3
Cucurbita pepo 'Wyatt's Wonder';3405;Pumpkin;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;25;35;245;365;;;1;12;-1;0;Cucurbita;pepo;Wyatt's Wonder;Cucurbita pepo;21;false;0;0;false;false;;C;2183;4;2;3
Cucurbita pepo '';8412;Summer Squash;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;45;60;40;45;;;;;-1;66;Cucurbita;pepo;;Cucurbita pepo;14;true;7;8;false;false;;C;2184;4;2;3
Cucurbita pepo 'Early Golden Crookneck';3624;Summer Squash;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;60;90;120;185;;;1;12;-1;0;Cucurbita;pepo;Early Golden Crookneck;Cucurbita pepo;14;false;0;0;false;false;;C;2185;4;2;3
Cucurbita pepo 'Early Summer Crookneck';3621;Summer Squash;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;25;35;245;365;;;1;12;-1;0;Cucurbita;pepo;Early Summer Crookneck;Cucurbita pepo;14;false;0;0;false;false;;C;2186;4;2;3
Cucurbita pepo 'Pic-N-Pic Hybrid';3627;Summer Squash;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;45;60;60;90;;;1;12;-1;0;Cucurbita;pepo;Pic-N-Pic Hybrid;Cucurbita pepo;14;false;0;0;false;false;;C;2187;4;2;3
Cucurbita pepo 'Prolific Straightneck';3628;Summer Squash;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;60;90;60;90;;;1;12;-1;0;Cucurbita;pepo;Prolific Straightneck;Cucurbita pepo;14;false;0;0;false;false;;C;2188;4;2;3
Cucurbita pepo 'Saffron';3629;Summer Squash;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;45;60;60;90;;;1;12;-1;0;Cucurbita;pepo;Saffron;Cucurbita pepo;14;false;0;0;false;false;;C;2189;4;2;3
Cucurbita pepo 'Sunray Hybrid';3633;Summer Squash;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;45;60;40;45;;;1;12;-1;0;Cucurbita;pepo;Sunray Hybrid;Cucurbita pepo;14;false;0;0;false;false;;C;2190;4;2;3
Cucurbita pepo 'Sweet Gourmet Hybrid';3634;Summer Squash;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;45;60;60;90;;;1;12;-1;0;Cucurbita;pepo;Sweet Gourmet Hybrid;Cucurbita pepo;14;false;0;0;false;false;;C;2191;4;2;3
Cucurbita pepo '';8417;Winter Squash;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;45;60;90;120;;;;;-1;18;Cucurbita;pepo;;Cucurbita pepo;19;true;4;8;false;false;;C;2192;4;2;3
Cucurbita pepo 'Cornell's Bush Delicata';3666;Winter Squash;32;51;1500;5000;10;30;10000;99000;32;38;26;32;288;0;0;45;60;45;60;;;1;12;-1;0;Cucurbita;pepo;Cornell's Bush Delicata;Cucurbita pepo;19;false;0;0;false;false;;C;2193;4;2;3
